"Exp","Site","Hole","Core","Type","Sect","A/W","Offset (cm)","Depth CSF-A (m)","Depth CSF-B (m)","Vane shear strength (kN/m^2)","Max torque angle (deg)","Penetration direction","Vane rotation rate (deg/s)","Timestamp (UTC)","Instrument","Text ID","Test No.","Comments","Prefix","Principal","Suffix","Full Lithology","Simplified Lithology","Lithology Type","Degree of Consolidation","Lithology Subtype","Expanded Core Type","Latitude (DD)","Longitude (DD)","Water Depth (mbsl)" 
349,"U1433","A",16,"H","4","W",63,146.67,146.67,104.191,21,"X","1","2014-03-11 17:06:32","AVS","SHLF5482611",58537391,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","APC",12.9189666666667,115.047241666667,"4379.35"
349,"U1433","A",17,"H","4","W",84,156.33,156.304,131.929,15,"X","1","2014-03-11 19:11:37","AVS","SHLF5485921",58563241,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","APC",12.9189666666667,115.047241666667,"4379.35"
349,"U1433","A",18,"H","3","W",57,164.23,164.23,138.922,14,"X","1","2014-03-11 22:57:47","AVS","SHLF5486991",58588161,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","APC",12.9189666666667,115.047241666667,"4379.35"
349,"U1433","A",19,"H","3","W",113,173.8,173.768,139.155,12,"X","1","2014-03-12 00:23:27","AVS","SHLF5488131",58591471,"","","clay","with silt","clay with silt","clay","sedimentary","unconsolidated","clastic","APC",12.9189666666667,115.047241666667,"4379.35"
349,"U1433","A",2,"H","3","W",50,12.45,12.45,16.083,23,"X","1","2014-03-09 17:42:14","AVS","SHLF5471621",58232461,"","","clay","with silt","clay with silt","clay","sedimentary","unconsolidated","clastic","APC",12.9189666666667,115.047241666667,"4379.35"
349,"U1433","A",20,"H","3","W",126,182.34,182.183,99.763,10,"X","1","2014-03-12 03:36:51","AVS","SHLF5489591",58608821,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","APC",12.9189666666667,115.047241666667,"4379.35"
349,"U1433","A",3,"H","3","W",60,22,22,15.151,3,"X","1","2014-03-10 01:50:50","AVS","SHLF5472221",58262041,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","APC",12.9189666666667,115.047241666667,"4379.35"
349,"U1433","A",4,"H","3","W",92,31.82,31.82,30.768,11,"X","1","2014-03-10 05:39:52","AVS","SHLF5472841",58279841,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","APC",12.9189666666667,115.047241666667,"4379.35"
349,"U1433","A",6,"H","3","W",92,50.82,50.82,29.836,22,"X","1","2014-03-10 11:03:17","AVS","SHLF5473681",58313761,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","APC",12.9189666666667,115.047241666667,"4379.35"
349,"U1433","A",7,"H","3","W",64,60.04,59.858,39.625,15,"X","1","2014-03-10 13:48:58","AVS","SHLF5474331",58333171,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","APC",12.9189666666667,115.047241666667,"4379.35"
349,"U1433","A",8,"H","4","W",79,71.19,71.19,42.655,15,"X","1","2014-03-10 17:44:09","AVS","SHLF5474961",58367201,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","APC",12.9189666666667,115.047241666667,"4379.35"
349,"U1433","A",9,"H","2","W",64,77.54,77.54,44.054,22,"X","1","2014-03-10 19:55:29","AVS","SHLF5475841",58397421,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","APC",12.9189666666667,115.047241666667,"4379.35"
349,"U1433","B",10,"R","2","W",102,264.42,264.42,61.303,7,"X","1","2014-03-12 23:14:18","AVS","SHLF5508741",58763931,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","RCB",12.918855,115.047473333333,"4379.33"
349,"U1433","B",11,"R","2","W",80,274,274,43.355,14,"X","1","2014-03-13 00:28:36","AVS","SHLF5509511",58766331,"","","nannofossil ooze","","nannofossil ooze","ooze","sedimentary","unconsolidated","biogenic","RCB",12.918855,115.047473333333,"4379.33"
349,"U1433","B",12,"R","2","W",70,283.22,283.22,91.604,8,"X","1","2014-03-13 01:12:55","AVS","SHLF5510041",58767671,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","RCB",12.918855,115.047473333333,"4379.33"
349,"U1433","B",13,"R","3","W",60,294.7,294.7,96.499,11,"X","1","2014-03-13 02:37:28","AVS","SHLF5510791",58777531,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","RCB",12.918855,115.047473333333,"4379.33"
349,"U1433","B",14,"R","7","W",50,308.85,308.85,103.958,10,"X","1","2014-03-13 06:42:26","AVS","SHLF5511421",58796211,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","RCB",12.918855,115.047473333333,"4379.33"
349,"U1433","B",15,"R","3","W",110,314.6,314.6,100.695,10,"X","1","2014-03-13 07:49:52","AVS","SHLF5511731",58806041,"","","nannofossil ooze","","nannofossil ooze","ooze","sedimentary","unconsolidated","biogenic","RCB",12.918855,115.047473333333,"4379.33"
349,"U1433","B",17,"R","4","W",101,335.36,335.36,61.07,8,"X","1","2014-03-13 18:29:15","AVS","SHLF5513331",58948191,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","RCB",12.918855,115.047473333333,"4379.33"
349,"U1433","B",18,"R","2","W",105,342.15,342.15,87.176,15,"X","1","2014-03-13 18:29:15","AVS","SHLF5514181",58948201,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","RCB",12.918855,115.047473333333,"4379.33"
349,"U1433","B",20,"R","3","W",110,362.86,362.86,60.603,10,"X","1","2014-03-13 22:27:10","AVS","SHLF5515631",58974761,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","RCB",12.918855,115.047473333333,"4379.33"
349,"U1433","B",3,"R","3","W",72,196.82,196.82,63.867,16,"X","1","2014-03-12 06:12:08","AVS","SHLF5502641",58628591,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","RCB",12.918855,115.047473333333,"4379.33"
349,"U1433","B",4,"R","1","W",31,204.11,204.11,99.296,13,"X","1","2014-03-12 09:51:21","AVS","SHLF5503321",58647211,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","RCB",12.918855,115.047473333333,"4379.33"
349,"U1433","B",5,"R","3","W",60,217.1,217.1,101.627,15,"X","1","2014-03-12 11:21:09","AVS","SHLF5503921",58656331,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","RCB",12.918855,115.047473333333,"4379.33"
349,"U1433","B",6,"R","2","W",59,225.29,225.29,114.214,16,"X","1","2014-03-12 21:26:33","AVS","SHLF5504591",58758491,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","RCB",12.918855,115.047473333333,"4379.33"
349,"U1433","B",7,"R","2","W",80,235.2,235.2,64.799,15,"X","1","2014-03-12 21:26:50","AVS","SHLF5505731",58758511,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","RCB",12.918855,115.047473333333,"4379.33"
349,"U1433","B",9,"R","3","W",56,255.86,255.86,105.59,8,"X","1","2014-03-12 21:26:36","AVS","SHLF5507641",58758501,"","","clay","","clay","clay","sedimentary","unconsolidated","clastic","RCB",12.918855,115.047473333333,"4379.33"
350,"U1436","A",1,"H","1","W",120,1.2,1.2,17.482,17,"X","1","2014-04-09 09:00:38","AVS","SHLF5628201",60563681,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",1,"H","2","W",64,2.14,2.14,22.843,18,"X","1","2014-04-09 09:22:54","AVS","SHLF5628231",60565941,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",1,"H","3","W",46,3.46,3.46,23.542,17,"X","1","2014-04-09 10:00:21","AVS","SHLF5628261",60569361,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",10,"F","2","W",63,61.82,61.82,12.121,12,"X","1","2014-04-10 03:40:50","AVS","SHLF5631021",60639461,"","","ash","with mud","ash with mud","ash","igneous","unconsolidated","extrusive","HLAPC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",12,"F","2","W",23,64.53,64.507,20.978,8,"X","1","2014-04-10 03:40:54","AVS","SHLF5631501",60639471,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","HLAPC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",16,"X","1","W",50,93.3,93.3,20.046,12,"X","1","2014-04-10 04:33:42","AVS","SHLF5632021",60641801,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","XCB",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",16,"X","2","W",60.5,94.905,94.905,21.677,15,"X","1","2014-04-10 04:44:44","AVS","SHLF5632051",60642951,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","XCB",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",17,"X","1","W",35,102.85,102.85,19.113,13,"X","1","2014-04-10 05:29:27","AVS","SHLF5632221",60647571,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","XCB",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",17,"X","2","W",18,103.98,103.98,14.218,15,"X","1","2014-04-10 07:08:48","AVS","SHLF5632251",60649911,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","XCB",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",17,"X","3","W",33,105.43,105.43,16.782,15,"X","1","2014-04-10 07:16:08","AVS","SHLF5632281",60649971,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","XCB",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",2,"H","1","W",45.5,4.755,4.754,19.113,23,"X","1","2014-04-09 10:35:38","AVS","SHLF5628421",60573211,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",2,"H","2","W",79,6.59,6.583,20.978,22,"X","1","2014-04-09 11:11:08","AVS","SHLF5628451",60576231,"","","mud","with single pumice","mud with single pumice","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",2,"H","3","W",42,7.72,7.71,16.549,16,"X","1","2014-04-09 11:24:35","AVS","SHLF5628481",60576361,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",3,"H","1","W",139,12.59,12.578,31.234,16,"X","1","2014-04-09 13:17:43","AVS","SHLF5628791",60585171,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",3,"H","2","W",59,13.29,13.272,23.076,18,"X","1","2014-04-09 13:34:54","AVS","SHLF5628821",60591561,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",3,"H","3","W",55.5,14.575,14.545,42.655,15,"X","1","2014-04-09 13:48:46","AVS","SHLF5628851",60594711,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",3,"H","4","W",81,16.18,16.136,35.43,14,"X","1","2014-04-09 13:58:29","AVS","SHLF5628881",60598411,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",4,"H","1","W",114,17.94,17.936,31.933,16,"X","1","2014-04-09 15:00:24","AVS","SHLF5629051",60599291,"","","mud","with pumice","mud with pumice","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",4,"H","1","W",133,18.13,18.126,46.618,14,"X","1","2014-04-09 13:06:37","AVS","SHLF5629051",60585071,"","","mud","with pumice","mud with pumice","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",4,"H","2","W",129.5,19.595,19.586,34.031,14,"X","1","2014-04-09 15:13:11","AVS","SHLF5629081",60600051,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",4,"H","3","W",84,20.64,20.627,22.843,19,"X","1","2014-04-09 15:29:13","AVS","SHLF5629111",60603281,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",4,"H","4","W",57,21.87,21.853,34.964,15,"X","1","2014-04-09 15:44:41","AVS","SHLF5629141",60605291,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",4,"H","5","W",112,23.92,23.896,12.587,14,"X","1","2014-04-09 15:56:17","AVS","SHLF5629171",60605391,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",4,"H","6","W",104.5,25.345,25.317,14.918,20,"X","1","2014-04-09 16:01:48","AVS","SHLF5629201",60605451,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",5,"H","1","W",112.5,26.925,26.925,19.346,15,"X","1","2014-04-09 17:49:21","AVS","SHLF5629371",60614611,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",5,"H","2","W",51,27.81,27.81,13.985,19,"X","1","2014-04-09 17:49:24","AVS","SHLF5629401",60614621,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",5,"H","3","W",77.5,29.575,29.575,19.813,18,"X","1","2014-04-09 17:49:27","AVS","SHLF5629431",60614631,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",5,"H","4","W",76,31.06,31.06,34.264,15,"X","1","2014-04-09 18:18:41","AVS","SHLF5629461",60618941,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",5,"H","5","W",92,32.68,32.68,43.588,14,"X","1","2014-04-09 18:18:55","AVS","SHLF5629491",60618951,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",5,"H","6","W",52,33.78,33.78,26.805,12,"X","1","2014-04-10 06:07:28","AVS","SHLF5629521",60649571,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",6,"H","1","W",93,36.23,36.228,20.978,7,"X","1","2014-04-09 19:40:34","AVS","SHLF5629681",60624851,"","mafic","ash","","mafic ash","ash","igneous","unconsolidated","extrusive","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",6,"H","2","W",76,37.56,37.555,18.88,19,"X","1","2014-04-09 19:40:35","AVS","SHLF5629711",60624861,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",6,"H","3","W",47,38.77,38.762,40.791,15,"X","1","2014-04-09 19:40:37","AVS","SHLF5629741",60624871,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",6,"H","4","W",103.5,40.785,40.773,12.587,14,"X","1","2014-04-09 19:56:26","AVS","SHLF5629771",60625241,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",6,"H","5","W",113.5,42.165,42.149,16.083,17,"X","1","2014-04-09 21:41:30","AVS","SHLF5629801",60626191,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",6,"H","6","W",75.5,43.285,43.267,14.918,20,"X","1","2014-04-09 21:41:33","AVS","SHLF5629831",60626201,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",7,"H","1","W",47,44.37,44.369,29.836,17,"X","1","2014-04-09 23:05:24","AVS","SHLF5630061",60628741,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",7,"H","2","W",113,45.74,45.737,35.896,14,"X","1","2014-04-09 23:05:24","AVS","SHLF5630091",60628751,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",7,"H","3","W",68,46.79,46.786,51.047,12,"X","1","2014-04-09 23:05:28","AVS","SHLF5630121",60628761,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",7,"H","4","W",80,48.41,48.403,20.745,21,"X","1","2014-04-09 23:05:28","AVS","SHLF5630151",60628771,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",7,"H","5","W",52,49.64,49.632,25.64,18,"X","1","2014-04-09 23:05:31","AVS","SHLF5630181",60628791,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",8,"H","2","W",121,52.79,52.752,27.505,11,"X","1","2014-04-10 01:06:43","AVS","SHLF5630441",60633701,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",8,"H","3","W",12,53.1,53.057,23.309,22,"X","1","2014-04-10 01:21:34","AVS","SHLF5630471",60633771,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",9,"H","2","W",62,56.16,56.146,21.444,19,"X","1","2014-04-10 02:48:37","AVS","SHLF5630801",60636541,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1436","A",9,"H","3","W",17,56.72,56.702,16.316,15,"X","1","2014-04-10 02:48:38","AVS","SHLF5630831",60636551,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",32.3980566666667,140.365473333333,"1775"
350,"U1437","B",1,"H","1","W",108,1.08,1.063,15.151,21,"X","1","2014-04-11 13:07:47","AVS","SHLF5638471",60682691,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",31.7898516666667,139.026313333333,"2116.08"
350,"U1437","B",1,"H","2","W",71,2.21,2.176,19.58,24,"X","1","2014-04-11 13:23:47","AVS","SHLF5638501",60683111,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",31.7898516666667,139.026313333333,"2116.08"
350,"U1437","B",1,"H","3","W",78,3.78,3.723,24.241,22,"X","1","2014-04-11 13:46:05","AVS","SHLF5638531",60685041,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",31.7898516666667,139.026313333333,"2116.08"
350,"U1437","B",1,"H","4","W",20.5,4.315,4.25,28.204,18,"X","1","2014-04-11 13:46:05","AVS","SHLF5638561",60685051,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",31.7898516666667,139.026313333333,"2116.08"
350,"U1437","B",10,"H","1","W",76,80.46,80.427,41.49,9,"X","1","2014-04-12 08:55:39","AVS","SHLF5642081",60827001,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",31.7898516666667,139.026313333333,"2116.08"
350,"U1437","B",10,"H","2","W",40,81.6,81.518,58.739,15,"X","1","2014-04-12 09:54:42","AVS","SHLF5642111",60832751,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",31.7898516666667,139.026313333333,"2116.08"
350,"U1437","B",10,"H","3","W",40,83.1,82.953,66.431,16,"X","1","2014-04-12 09:54:43","AVS","SHLF5642141",60832761,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",31.7898516666667,139.026313333333,"2116.08"
350,"U1437","B",10,"H","4","W",111,85.31,85.067,86.243,17,"X","1","2014-04-12 09:54:45","AVS","SHLF5642171",60832771,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",31.7898516666667,139.026313333333,"2116.08"
350,"U1437","B",10,"H","5","W",26.5,85.965,85.694,80.183,15,"X","1","2014-04-12 09:54:46","AVS","SHLF5642201",60832781,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",31.7898516666667,139.026313333333,"2116.08"
350,"U1437","B",10,"H","6","W",39.5,87.595,87.253,73.19,16,"X","1","2014-04-12 09:54:48","AVS","SHLF5642231",60832791,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",31.7898516666667,139.026313333333,"2116.08"
350,"U1437","B",10,"H","7","W",20,88.9,88.501,89.973,10,"X","1","2014-04-12 09:54:50","AVS","SHLF5642261",60832801,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","APC",31.7898516666667,139.026313333333,"2116.08"
350,"U1437","B",11,"F","1","W",31,89.51,89.494,49.881,13,"X","1","2014-04-12 11:06:31","AVS","SHLF5642561",60838421,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","HLAPC",31.7898516666667,139.026313333333,"2116.08"
350,"U1437","B",11,"F","2","W",53,91.23,91.123,74.589,13,"X","1","2014-04-12 11:06:31","AVS","SHLF5642591",60838431,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","HLAPC",31.7898516666667,139.026313333333,"2116.08"
350,"U1437","B",11,"F","3","W",19.5,92.395,92.228,36.362,28,"X","1","2014-04-12 11:06:35","AVS","SHLF5642621",60838451,"","tuffaceous","mud","with lapilli","tuffaceous mud with lapilli","mud","sedimentary","unconsolidated","clastic","HLAPC",31.7898516666667,139.026313333333,"2116.08"
350,"U1437","B",11,"F","4","W",34,93.74,93.502,60.836,11,"X","1","2014-04-12 11:06:35","AVS","SHLF5642651",60838441,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","HLAPC",31.7898516666667,139.026313333333,"2116.08"
350,"U1437","B",12,"F","1","W",19,94.09,94.077,54.543,20,"X","1","2014-04-12 12:19:54","AVS","SHLF5642901",60842321,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","HLAPC",31.7898516666667,139.026313333333,"2116.08"
350,"U1437","B",12,"F","2","W",63,96.03,95.882,18.181,22,"X","1","2014-04-12 12:20:27","AVS","SHLF5642931",60842381,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","HLAPC",31.7898516666667,139.026313333333,"2116.08"
350,"U1437","B",12,"F","3","W",40,97.3,97.064,9.091,11,"X","1","2014-04-12 12:20:39","AVS","SHLF5642961",60842411,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","HLAPC",31.7898516666667,139.026313333333,"2116.08"
350,"U1437","B",12,"F","4","W",17.5,98.275,97.972,63.867,13,"X","1","2014-04-12 12:20:50","AVS","SHLF5642991",60842421,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","HLAPC",31.7898516666667,139.026313333333,"2116.08"
350,"U1437","B",13,"F","1","W",117,99.77,99.77,36.828,15,"X","1","2014-04-12 14:49:10","AVS","SHLF5643311",60857811,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","HLAPC",31.7898516666667,139.026313333333,"2116.08"
350,"U1437","B",13,"F","2","W",19.5,100.295,100.295,23.309,24,"X","1","2014-04-12 14:49:10","AVS","SHLF5643341",60857821,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","HLAPC",31.7898516666667,139.026313333333,"2116.08"
350,"U1437","B",13,"F","3","W",28,101.58,101.58,19.113,22,"X","1","2014-04-12 14:49:14","AVS","SHLF5643371",60857831,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","HLAPC",31.7898516666667,139.026313333333,"2116.08"
350,"U1437","B",14,"F","1","W",17,102.27,102.263,25.64,17,"X","1","2014-04-12 15:22:17","AVS","SHLF5643541",60858941,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","HLAPC",31.7898516666667,139.026313333333,"2116.08"
350,"U1437","B",14,"F","2","W",27,103.87,103.798,46.152,21,"X","1","2014-04-12 15:22:17","AVS","SHLF5643571",60858931,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","HLAPC",31.7898516666667,139.026313333333,"2116.08"
350,"U1437","B",14,"F","3","W",35,105.45,105.314,19.58,30,"X","1","2014-04-12 15:22:20","AVS","SHLF5643601",60858961,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","HLAPC",31.7898516666667,139.026313333333,"2116.08"
350,"U1437","B",14,"F","4","W",41,106.71,106.522,14.452,18,"X","1","2014-04-12 15:22:20","AVS","SHLF5643631",60858951,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","HLAPC",31.7898516666667,139.026313333333,"2116.08"
350,"U1437","B",15,"F","1","W",54,107.34,107.308,88.341,14,"X","1","2014-04-12 17:08:25","AVS","SHLF5643891",60880281,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","HLAPC",31.7898516666667,139.026313333333,"2116.08"
350,"U1437","B",15,"F","2","W",43.5,108.735,108.619,100.229,12,"X","1","2014-04-12 17:08:25","AVS","SHLF5643921",60880291,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","HLAPC",31.7898516666667,139.026313333333,"2116.08"
350,"U1437","B",15,"F","3","W",16.5,109.965,109.775,110.485,12,"X","1","2014-04-12 17:08:28","AVS","SHLF5643951",60880301,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","HLAPC",31.7898516666667,139.026313333333,"2116.08"
350,"U1437","B",15,"F","4","W",11.5,111.115,110.856,31.234,11,"X","1","2014-04-12 19:53:27","AVS","SHLF5643981",60894781,"","mafic","ash","","mafic ash","ash","igneous","unconsolidated","extrusive","HLAPC",31.7898516666667,139.026313333333,"2116.08"
350,"U1437","B",16,"F","1","W",29,111.79,111.79,58.273,10,"X","1","2014-04-12 17:08:28","AVS","SHLF5644241",60880311,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","HLAPC",31.7898516666667,139.026313333333,"2116.08"
350,"U1437","B",16,"F","2","W",76,113.07,113.07,46.152,14,"X","1","2014-04-12 19:53:28","AVS","SHLF5644271",60894791,"","tuffaceous","mud","","tuffaceous mud","mud","sedimentary","unconsolidated","clastic","HLAPC",31.7898516666667,139.026313333333,"2116.08"
